zip,beds,baths,sqft,price
85608,3,1,1152,181872
85608,3,1,1152,181872
85608,3,1,1152,181872
85608,3,1,1152,181872
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,1713,266000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,936,200000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,1,972,201000
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1245,139500
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1296,205900
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1443,280000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1502,310000
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1655,386222
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,1676,247000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,3,2,2334,415000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1120,189000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1319,220000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,1559,285000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,2,2222,582000
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85608,4,3,3357,668365
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1216,235000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1317,215000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1401,305000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1410,160000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,3,2,1882,219000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,4,3,1736,195000
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85610,5,4,2085,256054
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85614,3,2,1457,300000
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85619,3,2,1300,216033
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,116250
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,795,69000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,1,888,101000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,2,2,1162,164000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1073,198000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1103,170000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1258,212000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,1,1344,166000
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1075,155800
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1104,156000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1118,122000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1137,194000
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1156,161653
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1166,30000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1199,178000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1305,250000
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1329,192700
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1343,284893
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,3,2,1367,249000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1277,235000
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1280,167293
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1351,158000
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1381,161250
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1419,220000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1578,215000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,2,1582,280000
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
85621,4,3,1892,189836
