DATA DUMP:
  data[87] = 959301677
  data[88] = 1728819049
  data[89] = 34853483
  data[90] = 182616448
  data[91] = 1774187449
  data[92] = 1495595214
  data[93] = 168914107
  data[94] = 1819726288
  data[95] = 96370831
  data[96] = 438255003
  data[97] = 1428351692
  data[98] = 1380798960
  data[99] = 1075106889
  data[100] = 1788322040
  data[101] = 1216987438
  data[102] = 1654225501
  data[103] = 176403188
  data[104] = 749727487
  data[105] = 1255747128
  data[106] = 781178797
  data[107] = 1077788002
  data[108] = 1571182799
  data[109] = 95773422
  data[110] = 872351443
  data[111] = 1128521856
  data[112] = 1543778725
  data[113] = 214039315
  data[114] = 1825240129
  data[115] = 1406869635
  data[116] = 862029619
  data[117] = 1061861102
  data[118] = 121762282
  data[119] = 1401933696
  data[120] = 1319646337
  data[121] = 640554710
  data[122] = 2043770665
  data[123] = 1326445056
  data[124] = 24807955
  data[125] = 1859310555
  data[126] = 954340224
  data[127] = 1566546549
  data[128] = 1887856576
  data[129] = 1258126243
  data[130] = 989943089
  data[131] = 179797066
  data[132] = 1018887344
  data[133] = 1359083869
  data[134] = 1888223985
  data[135] = 492848072
  data[136] = 1506469973
  data[137] = 494139180
  data[138] = 784518761
  data[139] = 158404633
  data[140] = 632180185
  data[141] = 711703245
  data[142] = 1986292093
  data[143] = 999980128
  data[144] = 767143166
  data[145] = 639246608
  data[146] = 239961028
  data[147] = 1124897638
  data[148] = 883798053
  data[149] = 715171165
  data[150] = 2044085816
  data[151] = 388520601
  data[152] = 1688497577
  data[153] = 1855055854
  data[154] = 30836083
  data[155] = 89385006
  data[156] = 248355431
  data[157] = 1954297021
  data[158] = 40208139
  data[159] = 983652858
  data[160] = 99530157
  data[161] = 1839518878
  data[162] = 598518871
  data[163] = 1048353372
  data[164] = 2088015611
  data[165] = 1373363016
  data[166] = 280103172
  data[167] = 76995700
  data[168] = 664594366
  data[169] = 766575241
  data[170] = 114577906
  data[171] = 297131165
  data[172] = 1804235300
  data[173] = 875401277
  data[174] = 1157803306
  data[175] = 1653984028
  data[176] = 1489451986
  data[177] = 638333061
  data[178] = 1628651686
  data[179] = 964454428
  data[180] = 22240991
  data[181] = 635297482
  data[182] = 237449524
  data[183] = 1963613647
  data[184] = 685850851
  data[185] = 1743709175
  data[186] = 1688361585
  data[187] = 808076715
  data[188] = 1341713053
  data[189] = 1614898827
  data[190] = 1875675205
  data[191] = 75217046
  data[192] = 968525865
  data[193] = 566526668
  data[194] = 2004447516
  data[195] = 1841721730
  data[196] = 1286654003
  data[197] = 903397192
  data[198] = 688286499
  data[199] = 31723287
  data[200] = 1963050744
  data[201] = 1754128423
  data[202] = 1245716983
  data[203] = 879434242
  data[204] = 848950358
  data[205] = 1025717339
  data[206] = 217549515
  data[207] = 1781838122
  data[208] = 1360559941
  data[209] = 2017727798
  data[210] = 606961542
  data[211] = 631470045
  data[212] = 613942567
  data[213] = 755865948
  data[214] = 1716055145
  data[215] = 1405183410
  data[216] = 814644150
  data[217] = 557938331
  data[218] = 1786719943
  data[219] = 2106487713
  data[220] = 1266838715
  data[221] = 1359622707
  data[222] = 1523266645
  data[223] = 1558671103
  data[224] = 566785764
  data[225] = 797184059
  data[226] = 1080936755
  data[227] = 1638801225
  data[228] = 28306340
  data[229] = 1903139304
  data[230] = 1339131153
  data[231] = 1538443130
  data[232] = 1991249576
  data[233] = 20060118
  data[234] = 1735772797
  data[235] = 1470670103
  data[236] = 390730083
  data[237] = 1418045764
  data[238] = 1049182397
  data[239] = 1963287564
  data[240] = 111191090
  data[241] = 1897976234
  data[242] = 1461965282
  data[243] = 1889238049
  data[244] = 1562290013
  data[245] = 897144298
  data[246] = 50699445
  data[247] = 1544883136
  data[248] = 774454004
  data[249] = 396049090
  data[250] = 871556900
  data[251] = 1701009416
  data[252] = 56206850
  data[253] = 994049544
  data[254] = 118157028
  data[255] = 624849173
DATA DUMP:
  data[0] = 14172633
  data[1] = 18854742
  data[2] = 20060118
  data[3] = 22240991
  data[4] = 24807955
  data[5] = 28306340
  data[6] = 30836083
  data[7] = 31723287
  data[8] = 34853483
  data[9] = 40208139
  data[10] = 50699445
  data[11] = 56206850
  data[12] = 62988099
  data[13] = 71876166
  data[14] = 75217046
  data[15] = 76995700
  data[16] = 89385006
  data[17] = 95773422
  data[18] = 96370831
  data[19] = 99530157
  data[20] = 111191090
  data[21] = 114577906
  data[22] = 118157028
  data[23] = 121762282
  data[24] = 142680046
  data[25] = 153692284
  data[26] = 158404633
  data[27] = 168914107
  data[28] = 176403188
  data[29] = 179797066
  data[30] = 182616448
  data[31] = 183113053
  data[32] = 188880957
  data[33] = 214039315
  data[34] = 217549515
  data[35] = 219726320
  data[36] = 237449524
  data[37] = 239961028
  data[38] = 248355431
  data[39] = 257580280
  data[40] = 280103172
  data[41] = 282190198
  data[42] = 297131165
  data[43] = 320463477
  data[44] = 342529663
  data[45] = 360865678
  data[46] = 361262906
  data[47] = 366586388
  data[48] = 388520601
  data[49] = 390730083
  data[50] = 396049090
  data[51] = 422344247
  data[52] = 435230875
  data[53] = 438255003
  data[54] = 492848072
  data[55] = 494139180
  data[56] = 499994959
  data[57] = 537146758
  data[58] = 548189690
  data[59] = 553751049
  data[60] = 557938331
  data[61] = 566526668
  data[62] = 566785764
  data[63] = 590056433
  data[64] = 598518871
  data[65] = 604681897
  data[66] = 606961542
  data[67] = 613942567
  data[68] = 624849173
  data[69] = 631470045
  data[70] = 632180185
  data[71] = 635297482
  data[72] = 638333061
  data[73] = 639246608
  data[74] = 640554710
  data[75] = 664069454
  data[76] = 664594366
  data[77] = 685850851
  data[78] = 688286499
  data[79] = 704435674
  data[80] = 711703245
  data[81] = 715171165
  data[82] = 747432831
  data[83] = 749727487
  data[84] = 750421979
  data[85] = 755865948
  data[86] = 760391291
  data[87] = 766575241
  data[88] = 767143166
  data[89] = 774454004
  data[90] = 781178797
  data[91] = 781719832
  data[92] = 783815874
  data[93] = 784518761
  data[94] = 786974002
  data[95] = 797184059
  data[96] = 808076715
  data[97] = 814644150
  data[98] = 836042151
  data[99] = 848950358
  data[100] = 862029619
  data[101] = 871556900
  data[102] = 872351443
  data[103] = 875401277
  data[104] = 879434242
  data[105] = 883798053
  data[106] = 886280163
  data[107] = 897144298
  data[108] = 903397192
  data[109] = 913768012
  data[110] = 954340224
  data[111] = 959301677
  data[112] = 964454428
  data[113] = 968525865
  data[114] = 970387781
  data[115] = 983652858
  data[116] = 989943089
  data[117] = 994049544
  data[118] = 997726727
  data[119] = 998301443
  data[120] = 999980128
  data[121] = 1018861598
  data[122] = 1018887344
  data[123] = 1025717339
  data[124] = 1048353372
  data[125] = 1049182397
  data[126] = 1061861102
  data[127] = 1075106889
  data[128] = 1077788002
  data[129] = 1080936755
  data[130] = 1084940938
  data[131] = 1100953191
  data[132] = 1103763832
  data[133] = 1124897638
  data[134] = 1128521856
  data[135] = 1129707629
  data[136] = 1157803306
  data[137] = 1192349579
  data[138] = 1216987438
  data[139] = 1235408928
  data[140] = 1245716983
  data[141] = 1255747128
  data[142] = 1258126243
  data[143] = 1259313425
  data[144] = 1266838715
  data[145] = 1286654003
  data[146] = 1288112046
  data[147] = 1294903773
  data[148] = 1301211213
  data[149] = 1311515305
  data[150] = 1319646337
  data[151] = 1326445056
  data[152] = 1339131153
  data[153] = 1341713053
  data[154] = 1355429677
  data[155] = 1359083869
  data[156] = 1359622707
  data[157] = 1360559941
  data[158] = 1373363016
  data[159] = 1380798960
  data[160] = 1388676640
  data[161] = 1401933696
  data[162] = 1405183410
  data[163] = 1406869635
  data[164] = 1418045764
  data[165] = 1428351692
  data[166] = 1443305333
  data[167] = 1446144864
  data[168] = 1450949922
  data[169] = 1451567366
  data[170] = 1456469273
  data[171] = 1461965282
  data[172] = 1464982663
  data[173] = 1470670103
  data[174] = 1489451986
  data[175] = 1495595214
  data[176] = 1506469973
  data[177] = 1523266645
  data[178] = 1531979544
  data[179] = 1538443130
  data[180] = 1543778725
  data[181] = 1544883136
  data[182] = 1558671103
  data[183] = 1561546659
  data[184] = 1562290013
  data[185] = 1566546549
  data[186] = 1571182799
  data[187] = 1577576182
  data[188] = 1585108019
  data[189] = 1588588167
  data[190] = 1614898827
  data[191] = 1616936901
  data[192] = 1628651686
  data[193] = 1629389553
  data[194] = 1633529762
  data[195] = 1638801225
  data[196] = 1653984028
  data[197] = 1654225501
  data[198] = 1673227668
  data[199] = 1687946992
  data[200] = 1688361585
  data[201] = 1688497577
  data[202] = 1701009416
  data[203] = 1711395292
  data[204] = 1716055145
  data[205] = 1728819049
  data[206] = 1735772797
  data[207] = 1743709175
  data[208] = 1750180120
  data[209] = 1754128423
  data[210] = 1774187449
  data[211] = 1775800657
  data[212] = 1781838122
  data[213] = 1786719943
  data[214] = 1788322040
  data[215] = 1791144929
  data[216] = 1804235300
  data[217] = 1819726288
  data[218] = 1823308493
  data[219] = 1824489044
  data[220] = 1825240129
  data[221] = 1839518878
  data[222] = 1841721730
  data[223] = 1841778059
  data[224] = 1847247935
  data[225] = 1855055854
  data[226] = 1859310555
  data[227] = 1875675205
  data[228] = 1884855090
  data[229] = 1887856576
  data[230] = 1888223985
  data[231] = 1889238049
  data[232] = 1897976234
  data[233] = 1903139304
  data[234] = 1954297021
  data[235] = 1961870665
  data[236] = 1962352107
  data[237] = 1963050744
  data[238] = 1963287564
  data[239] = 1963613647
  data[240] = 1986292093
  data[241] = 1988702605
  data[242] = 1991249576
  data[243] = 1994395802
  data[244] = 2004447516
  data[245] = 2017727798
  data[246] = 2042690320
  data[247] = 2043637992
  data[248] = 2043770665
  data[249] = 2044085816
  data[250] = 2061439289
  data[251] = 2086944109
  data[252] = 2088015611
  data[253] = 2106487713
  data[254] = 2108313867
  data[255] = 2122459278
INFO: 65025 swaps executed.
INFO: data is properly sorted.
