3709169322, 4130876216, 4180360442, 3535012003, 3809484131, 4197116719, 4273521855, 2331029006, 
2226202566, 2975801867, 3189868887, 3244562250, 1049750642, 2150619724, 2516842378, 1645567180, 
1143764426, 1883507160, 2048531820, 2431949472, 2849626748, 1950821762, 4134511205, 3979798781, 
2438747061, 2440919731, 3948315995, 3535974640,  130778115, 3033679210, 2166525794, 3032020208, 
2660953452, 2989538407,  241203761,  408025696, 2903810280, 3390052968,  907387746,  146542435, 
4263212883, 2787209990, 2923138510, 3583776197, 1863245806, 1475010821, 2228695322, 2478971478, 
2774073776, 2069949693,  261103787, 1601193569, 1975811870, 3986419808, 2568872313, 2514468709, 
3108387682,  468980747, 2989487260, 2451938400,  588090489, 3075981308, 1564235099, 2977195938, 
3264409585, 4083445892, 1637111662,  808193815, 1381843233,  322803206, 1521747940, 2593026212, 
4019006092, 3918613499, 1155019890,    7354886, 2982353198, 1939117373, 1962158770, 1005748988, 
 615656873, 4278609868, 3564206416,  429932488, 2219731631, 2848705958, 2434690829, 3442983374, 
 126428428,  164545225, 2532005934, 2179982399, 1601958278, 3226908540, 3197345601, 2197273537, 
2074862515, 2637810165,  211996945,  845480133, 2518518603, 3482917018, 3808357653, 2470419310, 
3061617887, 2562965038, 2207393170, 2198547548,  801797966, 1475519504, 2001305354,  802100877, 
3737269799, 4117212660, 1649158880, 2862656402, 2460129291, 3303862928, 2773318643, 3955703836, 
1758970628, 2193952193,  346069307, 2861190458, 2374730781, 1466254027, 3189274632,  691220224, 
1065977038, 3027206783, 1940471347, 3615289276, 1931607214,  931190117, 1042854318,  851386854, 
1305288969, 1560520529,  967111589, 1401106684,  743474853, 2533506659, 2348965283,  133484315, 
3185157799,  219197017, 2140355274,  825747830, 2300285375, 2067799549,   70021310,  248334357, 
  31764362, 1835221351, 1732624770, 2264967280, 4243742353,  917018543, 3492986793, 4133873019, 
3343628362, 2142796315, 1441917467, 2968216812, 1220008304,  372974801, 3186534981, 3390763648, 
1177717163, 2517674372, 2181576768, 3579829179, 4246306091, 3699012299, 1049828589, 2005869443, 
  45454623, 3962531897, 3899262402, 2694207873,  249200711,  466911498, 4288455537,  642139702, 
 380700796, 2774270003, 3845296650, 3487937635, 3506703710, 1665099890, 1634135929, 2144691740, 
