DATA DUMP:
  data[359] = 2137410215
  data[360] = 1308307526
  data[361] = 977063466
  data[362] = -1034532131
  data[363] = 935875616
  data[364] = 1443155896
  data[365] = 1619921425
  data[366] = 1540582267
  data[367] = -1555069158
  data[368] = 1442599111
  data[369] = -1835907568
  data[370] = -2053159479
  data[371] = 1704418491
  data[372] = -1626854838
  data[373] = -1361409449
  data[374] = -1638196214
  data[375] = 58524646
  data[376] = -1270580648
  data[377] = 1308747920
  data[378] = 1156005448
  data[379] = 1020434647
  data[380] = -389040903
  data[381] = 262326854
  data[382] = -2104246813
  data[383] = 1482203170
  data[384] = -2061392431
  data[385] = 782769172
  data[386] = -61707221
  data[387] = -932102912
  data[388] = 1909211269
  data[389] = -2063871408
  data[390] = 1730727249
  data[391] = -1508670566
  data[392] = 1476563908
  data[393] = 1519981163
  data[394] = -827023651
  data[395] = 752659689
  data[396] = 1899112129
  data[397] = -823937408
  data[398] = -450052479
  data[399] = 539418622
  data[400] = 575654270
  data[401] = -173318755
  data[402] = 1676863468
  data[403] = 1656307319
  data[404] = -488956711
  data[405] = 1255859943
  data[406] = -224573384
  data[407] = 782026917
  data[408] = 1596081860
  data[409] = 305184871
  data[410] = -689969357
  data[411] = -1779565294
  data[412] = 332354963
  data[413] = 575848035
  data[414] = 1368978153
  data[415] = 407152106
  data[416] = -745367753
  data[417] = -687208304
  data[418] = -185024610
  data[419] = -1427324346
  data[420] = -297955865
  data[421] = 893092341
  data[422] = 498986937
  data[423] = -1156346473
  data[424] = -1479726746
  data[425] = 1607404127
  data[426] = -1923169363
  data[427] = 161489192
  data[428] = 1925163349
  data[429] = 139710840
  data[430] = -2138402669
  data[431] = -189806999
  data[432] = -1673153556
  data[433] = -1849997474
  data[434] = 458306392
  data[435] = 1028447012
  data[436] = 881007275
  data[437] = -100164385
  data[438] = 657377589
  data[439] = -1459122377
  data[440] = 827738127
  data[441] = 1295086496
  data[442] = 1951004037
  data[443] = 2084519297
  data[444] = -1931396616
  data[445] = 1220037710
  data[446] = 1463860228
  data[447] = -1130821235
  data[448] = -225493634
  data[449] = 1793320124
  data[450] = -1980308255
  data[451] = 329052792
  data[452] = -91767822
  data[453] = -1179347694
  data[454] = 1438248237
  data[455] = 1135378653
  data[456] = 914942735
  data[457] = 28864436
  data[458] = -1548317977
  data[459] = 376226166
  data[460] = 1234083945
  data[461] = 792183096
  data[462] = 563909579
  data[463] = -368500693
  data[464] = -887141273
  data[465] = -1328136944
  data[466] = 1246610602
  data[467] = -1734504677
  data[468] = -1392322903
  data[469] = 1006671146
  data[470] = -87731243
  data[471] = 469657432
  data[472] = 519187203
  data[473] = 1927837363
  data[474] = -213200752
  data[475] = 479158764
  data[476] = -641591938
  data[477] = 1450884075
  data[478] = 1424088753
  data[479] = -2007487540
  data[480] = -712995988
  data[481] = 566958375
  data[482] = -862600262
  data[483] = -386359036
  data[484] = 491729947
  data[485] = 1930737275
  data[486] = -1641056805
  data[487] = -976860750
  data[488] = -959631113
  data[489] = -1046609719
  data[490] = -150638275
  data[491] = 829743787
  data[492] = -453225563
  data[493] = 1262650199
  data[494] = 1478049349
  data[495] = -932504004
  data[496] = -1851404987
  data[497] = -2102055012
  data[498] = 1511825132
  data[499] = 2092673834
  data[500] = 1958479488
  data[501] = -564548403
  data[502] = -99779096
  data[503] = -673990442
  data[504] = -1740133100
  data[505] = -1267887568
  data[506] = 322042095
  data[507] = 1509294115
  data[508] = -716805129
  data[509] = 683884423
  data[510] = -832712460
  data[511] = -608940845
  data[512] = -1873513907
  data[513] = 618614695
  data[514] = 1803032172
  data[515] = 2017452473
  data[516] = -1638049668
  data[517] = -1151935944
  data[518] = 740035346
  data[519] = 1113245038
  data[520] = 1157017560
  data[521] = -321705979
  data[522] = -1408086175
  data[523] = -1455104930
  data[524] = -1300609604
  data[525] = -1476298837
  data[526] = 152742074
  data[527] = -1021202026
  data[528] = 1789220221
  data[529] = -2076218248
  data[530] = -1961707230
  data[531] = 80051413
  data[532] = 768036138
  data[533] = 805512138
  data[534] = -1686903059
  data[535] = 605846594
  data[536] = 1873728396
  data[537] = -1038309491
  data[538] = -574972034
  data[539] = 1778774868
  data[540] = 854439528
  data[541] = -1800463869
  data[542] = 664671242
  data[543] = 553265152
  data[544] = -678900166
  data[545] = 282482507
  data[546] = -1654811598
  data[547] = -1055179223
  data[548] = -623088627
  data[549] = 1225191253
  data[550] = -636358852
  data[551] = -794986992
  data[552] = -210062167
  data[553] = 324610189
  data[554] = -1600531519
  data[555] = 537572579
  data[556] = -744554015
  data[557] = 1643133822
  data[558] = -1435479558
  data[559] = 912586030
  data[560] = -144255200
  data[561] = 551717821
  data[562] = -712995573
  data[563] = -1835704038
  data[564] = 815644585
  data[565] = 1672616784
  data[566] = 1260557222
  data[567] = 358067681
  data[568] = -335079868
  data[569] = -906378992
  data[570] = -2032136804
  data[571] = -1120798213
  data[572] = -652759654
  data[573] = -1465706639
  data[574] = -386362710
  data[575] = 1103214699
  data[576] = 1502897484
  data[577] = 1867866219
  data[578] = 331235729
  data[579] = 154610931
  data[580] = -1530922959
  data[581] = -591125273
  data[582] = -881544312
  data[583] = 1673411425
  data[584] = -2127892910
  data[585] = -1459456656
  data[586] = -559587443
  data[587] = 895681103
  data[588] = 82691126
  data[589] = -1529931454
  data[590] = -659677365
  data[591] = 2075037457
  data[592] = 142672327
  data[593] = 236910076
  data[594] = -1335664519
  data[595] = 374630646
  data[596] = -410593603
  data[597] = 1155288563
  data[598] = -2020091115
  data[599] = -447034784
  data[600] = -75153932
  data[601] = -390056811
  data[602] = 1275220456
  data[603] = 708309544
  data[604] = -586281386
  data[605] = -746546995
  data[606] = 1183948097
  data[607] = -1320896400
  data[608] = -77445319
  data[609] = -459562955
  data[610] = -119597893
  data[611] = -1030860584
  data[612] = 35762350
  data[613] = -1686950329
  data[614] = 127032657
  data[615] = 1890414796
  data[616] = 28926595
  data[617] = -1737907911
  data[618] = 1273572249
  data[619] = -2070060163
  data[620] = -42354576
  data[621] = -1161386698
  data[622] = 964214369
  data[623] = 1304686307
  data[624] = 299826205
  data[625] = -1123326106
  data[626] = 1449573036
  data[627] = 1586349888
  data[628] = 806783214
  data[629] = -134354268
  data[630] = 1483115237
  data[631] = 1697426102
  data[632] = -1094902395
  data[633] = 161168939
  data[634] = 1924732544
  data[635] = 125874682
  data[636] = -1363201228
  data[637] = 1557760214
  data[638] = -106226899
  data[639] = 268973112
  data[640] = 292789102
  data[641] = 1005007562
  data[642] = 312997756
  data[643] = 39431211
  data[644] = -207335287
  data[645] = -309842426
  data[646] = -548442442
  data[647] = -2053232211
  data[648] = -1343148922
  data[649] = 11760404
  data[650] = 1906629565
  data[651] = 1349646577
  data[652] = -2118606044
  data[653] = 122202925
  data[654] = -641083438
  data[655] = 1125293272
  data[656] = 754291235
  data[657] = -822957543
  data[658] = -1706484541
  data[659] = -1289705807
  data[660] = 1315815676
  data[661] = -136948505
  data[662] = 539710447
  data[663] = -23602245
  data[664] = -1973970180
  data[665] = 782905426
  data[666] = -1128152579
  data[667] = 755090715
  data[668] = 1539357548
  data[669] = -1541460900
  data[670] = -1047072362
  data[671] = 2145156367
  data[672] = 1083675345
  data[673] = 49581260
  data[674] = -1114651571
  data[675] = -1775138127
  data[676] = 1700363779
  data[677] = 1767595735
  data[678] = -10617510
  data[679] = -2041129137
  data[680] = -1748822799
  data[681] = 1692730182
  data[682] = -753838583
  data[683] = -1377641772
  data[684] = -748740426
  data[685] = -406366367
  data[686] = 1385096037
  data[687] = 737514474
  data[688] = -1344545838
  data[689] = -2009032271
  data[690] = 1514913467
  data[691] = -1642061698
  data[692] = -1678420857
  data[693] = 579205827
  data[694] = -1962782300
  data[695] = 723439160
  data[696] = -1092237873
  data[697] = 688080541
  data[698] = -1551875960
  data[699] = -1598160608
  data[700] = -1256411221
  data[701] = 623603136
  data[702] = 318511889
  data[703] = 1320775882
  data[704] = 1728196287
  data[705] = -1141410813
  data[706] = 132297896
  data[707] = -1491144617
  data[708] = -1172648287
  data[709] = -118144208
  data[710] = -1200722171
  data[711] = -1314680643
  data[712] = 1355013897
  data[713] = -1473013414
  data[714] = 35748939
  data[715] = -463584151
  data[716] = -1369992035
  data[717] = -2056980034
  data[718] = -1833256568
  data[719] = 1709573513
  data[720] = 599379714
  data[721] = -635457196
  data[722] = -78005471
  data[723] = -1423377696
  data[724] = -1728323901
  data[725] = 92326902
  data[726] = -2016859484
  data[727] = -1815876797
  data[728] = 909349821
  data[729] = -182804058
  data[730] = -24199816
  data[731] = -61780785
  data[732] = -266668001
  data[733] = 726396680
  data[734] = -730565147
  data[735] = 664785621
  data[736] = 1850567438
  data[737] = 956159823
  data[738] = -603925692
  data[739] = -1022456311
  data[740] = -899100559
  data[741] = -670812028
  data[742] = 2137226790
  data[743] = -1397656392
  data[744] = -1420039110
  data[745] = 1278937800
  data[746] = -1920575463
  data[747] = -1667984386
  data[748] = 530117620
  data[749] = 927595903
  data[750] = 1854460934
  data[751] = 1718123302
  data[752] = -201489060
  data[753] = 1036994098
  data[754] = -987162579
  data[755] = -714439579
  data[756] = 341914541
  data[757] = 515046156
  data[758] = -1902230095
  data[759] = -159412377
  data[760] = 1555179476
  data[761] = -11421252
  data[762] = 1288072137
  data[763] = 163125596
  data[764] = -90423332
  data[765] = 701157041
  data[766] = -1847245949
  data[767] = -2021422976
  data[768] = -229384758
  data[769] = 477553659
  data[770] = 2083668534
  data[771] = -691261617
  data[772] = -1946222350
  data[773] = -672921072
  data[774] = 910945645
  data[775] = -986425012
  data[776] = 1820054776
  data[777] = -1102166497
  data[778] = 1928004343
  data[779] = -130290397
  data[780] = -1539901566
  data[781] = 1891736218
  data[782] = 1103207162
  data[783] = -1512991926
  data[784] = -1524874099
  data[785] = 1010138115
  data[786] = -192687758
  data[787] = -833517297
  data[788] = -1754681085
  data[789] = -2017038051
  data[790] = 567445146
  data[791] = 1267321693
  data[792] = 1627591921
  data[793] = 486411081
  data[794] = 686182847
  data[795] = -627569447
  data[796] = 2040474146
  data[797] = -640896123
  data[798] = 1883445990
  data[799] = 1940122773
  data[800] = -1781654863
  data[801] = 1380856156
  data[802] = -1807551383
  data[803] = -1646695402
  data[804] = 1198557331
  data[805] = 1222142270
  data[806] = -1572796278
  data[807] = -856770314
  data[808] = -585797974
  data[809] = -164091080
  data[810] = -114606854
  data[811] = -759955293
  data[812] = -485483165
  data[813] = -97850577
  data[814] = -21445441
  data[815] = -1963938290
  data[816] = -2068764730
  data[817] = -1319165429
  data[818] = -1105098409
  data[819] = -1050405046
  data[820] = 1049750642
  data[821] = -2144347572
  data[822] = -1778124918
  data[823] = 1645567180
  data[824] = 1143764426
  data[825] = 1883507160
  data[826] = 2048531820
  data[827] = -1863017824
  data[828] = -1445340548
  data[829] = 1950821762
  data[830] = -160456091
  data[831] = -315168515
  data[832] = -1856220235
  data[833] = -1854047565
  data[834] = -346651301
  data[835] = -758992656
  data[836] = 130778115
  data[837] = -1261288086
  data[838] = -2128441502
  data[839] = -1262947088
  data[840] = -1634013844
  data[841] = -1305428889
  data[842] = 241203761
  data[843] = 408025696
  data[844] = -1391157016
  data[845] = -904914328
  data[846] = 907387746
  data[847] = 146542435
  data[848] = -31754413
  data[849] = -1507757306
  data[850] = -1371828786
  data[851] = -711191099
  data[852] = 1863245806
  data[853] = 1475010821
  data[854] = -2066271974
  data[855] = -1815995818
  data[856] = -1520893520
  data[857] = 2069949693
  data[858] = 261103787
  data[859] = 1601193569
  data[860] = 1975811870
  data[861] = -308547488
  data[862] = -1726094983
  data[863] = -1780498587
  data[864] = -1186579614
  data[865] = 468980747
  data[866] = -1305480036
  data[867] = -1843028896
  data[868] = 588090489
  data[869] = -1218985988
  data[870] = 1564235099
  data[871] = -1317771358
  data[872] = -1030557711
  data[873] = -211521404
  data[874] = 1637111662
  data[875] = 808193815
  data[876] = 1381843233
  data[877] = 322803206
  data[878] = 1521747940
  data[879] = -1701941084
  data[880] = -275961204
  data[881] = -376353797
  data[882] = 1155019890
  data[883] = 7354886
  data[884] = -1312614098
  data[885] = 1939117373
  data[886] = 1962158770
  data[887] = 1005748988
  data[888] = 615656873
  data[889] = -16357428
  data[890] = -730760880
  data[891] = 429932488
  data[892] = -2075235665
  data[893] = -1446261338
  data[894] = -1860276467
  data[895] = -851983922
  data[896] = 126428428
  data[897] = 164545225
  data[898] = -1762961362
  data[899] = -2114984897
  data[900] = 1601958278
  data[901] = -1068058756
  data[902] = -1097621695
  data[903] = -2097693759
  data[904] = 2074862515
  data[905] = -1657157131
  data[906] = 211996945
  data[907] = 845480133
  data[908] = -1776448693
  data[909] = -812050278
  data[910] = -486609643
  data[911] = -1824547986
  data[912] = -1233349409
  data[913] = -1732002258
  data[914] = -2087574126
  data[915] = -2096419748
  data[916] = 801797966
  data[917] = 1475519504
  data[918] = 2001305354
  data[919] = 802100877
  data[920] = -557697497
  data[921] = -177754636
  data[922] = 1649158880
  data[923] = -1432310894
  data[924] = -1834838005
  data[925] = -991104368
  data[926] = -1521648653
  data[927] = -339263460
  data[928] = 1758970628
  data[929] = -2101015103
  data[930] = 346069307
  data[931] = -1433776838
  data[932] = -1920236515
  data[933] = 1466254027
  data[934] = -1105692664
  data[935] = 691220224
  data[936] = 1065977038
  data[937] = -1267760513
  data[938] = 1940471347
  data[939] = -679678020
  data[940] = 1931607214
  data[941] = 931190117
  data[942] = 1042854318
  data[943] = 851386854
  data[944] = 1305288969
  data[945] = 1560520529
  data[946] = 967111589
  data[947] = 1401106684
  data[948] = 743474853
  data[949] = -1761460637
  data[950] = -1946002013
  data[951] = 133484315
  data[952] = -1109809497
  data[953] = 219197017
  data[954] = 2140355274
  data[955] = 825747830
  data[956] = -1994681921
  data[957] = 2067799549
  data[958] = 70021310
  data[959] = 248334357
  data[960] = 31764362
  data[961] = 1835221351
  data[962] = 1732624770
  data[963] = -2030000016
  data[964] = -51224943
  data[965] = 917018543
  data[966] = -801980503
  data[967] = -161094277
  data[968] = -951338934
  data[969] = 2142796315
  data[970] = 1441917467
  data[971] = -1326750484
  data[972] = 1220008304
  data[973] = 372974801
  data[974] = -1108432315
  data[975] = -904203648
  data[976] = 1177717163
  data[977] = -1777292924
  data[978] = -2113390528
  data[979] = -715138117
  data[980] = -48661205
  data[981] = -595954997
  data[982] = 1049828589
  data[983] = 2005869443
  data[984] = 45454623
  data[985] = -332435399
  data[986] = -395704894
  data[987] = -1600759423
  data[988] = 249200711
  data[989] = 466911498
  data[990] = -6511759
  data[991] = 642139702
  data[992] = 380700796
  data[993] = -1520697293
  data[994] = -449670646
  data[995] = -807029661
  data[996] = -788263586
  data[997] = 1665099890
  data[998] = 1634135929
  data[999] = 2144691740
  data[1000] = -145920261
  data[1001] = -1707476800
  data[1002] = 1292025145
  data[1003] = -312879588
  data[1004] = 458514958
  data[1005] = 1549383224
  data[1006] = 917331413
  data[1007] = 1906967785
  data[1008] = 1753165731
  data[1009] = 1479399646
  data[1010] = -202488757
  data[1011] = 2131408058
  data[1012] = -1557254469
  data[1013] = -2075941937
  data[1014] = -1457482475
  data[1015] = -1184474069
  data[1016] = 1907089312
  data[1017] = -667326703
  data[1018] = 968028604
  data[1019] = -1113134441
  data[1020] = 884234894
  data[1021] = 515357191
  data[1022] = 626918675
  data[1023] = 717115925
DATA DUMP:
  data[0] = -2144619666
  data[1] = -2144347572
  data[2] = -2138402669
  data[3] = -2128441502
  data[4] = -2127892910
  data[5] = -2118606044
  data[6] = -2114984897
  data[7] = -2113390528
  data[8] = -2108352524
  data[9] = -2107276859
  data[10] = -2104246813
  data[11] = -2102055012
  data[12] = -2101861169
  data[13] = -2101015103
  data[14] = -2100529792
  data[15] = -2097693759
  data[16] = -2096419748
  data[17] = -2095473273
  data[18] = -2087574126
  data[19] = -2076218248
  data[20] = -2075941937
  data[21] = -2075235665
  data[22] = -2070060163
  data[23] = -2068764730
  data[24] = -2068264069
  data[25] = -2066271974
  data[26] = -2063871408
  data[27] = -2061392431
  data[28] = -2056980034
  data[29] = -2055810517
  data[30] = -2054792912
  data[31] = -2053232211
  data[32] = -2053159479
  data[33] = -2052036696
  data[34] = -2041129137
  data[35] = -2033730550
  data[36] = -2032136804
  data[37] = -2030000016
  data[38] = -2022717419
  data[39] = -2021422976
  data[40] = -2020091115
  data[41] = -2017038051
  data[42] = -2016859484
  data[43] = -2014383582
  data[44] = -2009354839
  data[45] = -2009032271
  data[46] = -2007487540
  data[47] = -1996365877
  data[48] = -1994681921
  data[49] = -1983183306
  data[50] = -1980308255
  data[51] = -1977833931
  data[52] = -1973970180
  data[53] = -1963938290
  data[54] = -1962782300
  data[55] = -1961707230
  data[56] = -1948828907
  data[57] = -1946222350
  data[58] = -1946160240
  data[59] = -1946002013
  data[60] = -1940858065
  data[61] = -1931396616
  data[62] = -1923169363
  data[63] = -1921603006
  data[64] = -1920575463
  data[65] = -1920236515
  data[66] = -1914480094
  data[67] = -1902230095
  data[68] = -1899501194
  data[69] = -1878192101
  data[70] = -1873513907
  data[71] = -1863017824
  data[72] = -1860276467
  data[73] = -1856220235
  data[74] = -1854047565
  data[75] = -1851404987
  data[76] = -1849997474
  data[77] = -1849107425
  data[78] = -1847378026
  data[79] = -1847245949
  data[80] = -1843028896
  data[81] = -1835907568
  data[82] = -1835704038
  data[83] = -1834838005
  data[84] = -1833256568
  data[85] = -1824547986
  data[86] = -1817772243
  data[87] = -1815995818
  data[88] = -1815876797
  data[89] = -1807551383
  data[90] = -1801849863
  data[91] = -1800463869
  data[92] = -1789076122
  data[93] = -1781654863
  data[94] = -1780498587
  data[95] = -1779565294
  data[96] = -1778124918
  data[97] = -1777292924
  data[98] = -1776448693
  data[99] = -1775773417
  data[100] = -1775138127
  data[101] = -1762961362
  data[102] = -1761460637
  data[103] = -1754681085
  data[104] = -1748822799
  data[105] = -1745645579
  data[106] = -1743651538
  data[107] = -1743098164
  data[108] = -1740133100
  data[109] = -1737907911
  data[110] = -1734504677
  data[111] = -1732002258
  data[112] = -1728323901
  data[113] = -1726094983
  data[114] = -1724883208
  data[115] = -1721567555
  data[116] = -1713237015
  data[117] = -1709671825
  data[118] = -1707476800
  data[119] = -1707409285
  data[120] = -1706484541
  data[121] = -1701941084
  data[122] = -1687340777
  data[123] = -1686950329
  data[124] = -1686903059
  data[125] = -1678420857
  data[126] = -1673153556
  data[127] = -1670392852
  data[128] = -1667984386
  data[129] = -1657157131
  data[130] = -1654811598
  data[131] = -1654343908
  data[132] = -1651473017
  data[133] = -1651199964
  data[134] = -1646695402
  data[135] = -1642061698
  data[136] = -1641056805
  data[137] = -1638196214
  data[138] = -1638049668
  data[139] = -1634013844
  data[140] = -1633020784
  data[141] = -1626854838
  data[142] = -1625120729
  data[143] = -1616780910
  data[144] = -1612118195
  data[145] = -1605447414
  data[146] = -1600759423
  data[147] = -1600531519
  data[148] = -1598160608
  data[149] = -1596317642
  data[150] = -1589993696
  data[151] = -1588926487
  data[152] = -1577659025
  data[153] = -1576544114
  data[154] = -1572796278
  data[155] = -1571887397
  data[156] = -1558719646
  data[157] = -1557254469
  data[158] = -1555069158
  data[159] = -1551875960
  data[160] = -1548317977
  data[161] = -1541460900
  data[162] = -1541407540
  data[163] = -1540082054
  data[164] = -1539901566
  data[165] = -1534367146
  data[166] = -1530922959
  data[167] = -1529931454
  data[168] = -1525266330
  data[169] = -1524874099
  data[170] = -1521648653
  data[171] = -1520893520
  data[172] = -1520697293
  data[173] = -1513213326
  data[174] = -1512991926
  data[175] = -1508670566
  data[176] = -1507757306
